Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-01-02 00:00:00-05:00,3.178684141095982,3.205284212175502,3.178684141095982,3.191984176635742,1180500,0.0,0.0
1990-01-03 00:00:00-05:00,3.2318855422353914,3.2983851432800297,3.1919857207263123,3.2983851432800293,1597200,0.0,0.0
1990-01-04 00:00:00-05:00,3.2983838564192105,3.32498392998826,3.2850841240460467,3.3116838932037354,1010100,0.0,0.0
1990-01-05 00:00:00-05:00,3.324984550476074,3.324984550476074,3.271784697821512,3.324984550476074,936900,0.0,0.0
1990-01-08 00:00:00-05:00,3.311684511209579,3.338284285331151,3.285084737088007,3.324984550476074,569400,0.0,0.0
1990-01-09 00:00:00-05:00,3.298382202016013,3.311682232129506,3.2052829044551863,3.2185826301574707,655800,0.0,0.0
1990-01-10 00:00:00-05:00,3.2052855491638184,3.21858528583983,3.191985508076347,3.2052855491638184,1230600,0.0,0.0
1990-01-11 00:00:00-05:00,3.218583581540801,3.23188361558566,3.16538405418396,3.16538405418396,1338900,0.0,0.0
1990-01-12 00:00:00-05:00,3.138784170150757,3.2185837702767195,3.085584639674326,3.138784170150757,2210100,0.0,0.0
1990-01-15 00:00:00-05:00,3.138784170150757,3.138784170150757,3.1121844049125413,3.138784170150757,613800,0.0,0.0
1990-01-16 00:00:00-05:00,3.112184194209835,3.1387839576471794,3.098884160285515,3.1254842281341553,1009200,0.0,0.0
1990-01-17 00:00:00-05:00,3.1254852781845237,3.1520850505584326,3.0722854290253077,3.11218523979187,844500,0.0,0.0
1990-01-18 00:00:00-05:00,3.1121832033787693,3.1387829583475044,3.072283418720067,3.085583448410034,702300,0.0,0.0
1990-01-19 00:00:00-05:00,3.0722861289978027,3.085586170420663,3.0323863091406884,3.0722861289978027,881700,0.0,0.0
1990-01-22 00:00:00-05:00,3.058986421731528,3.0722864646072545,2.9658870348359447,2.979186773300171,846000,0.0,0.0
1990-01-23 00:00:00-05:00,2.9924855820187064,3.0057856194092483,2.8727861587379584,2.899385929107666,1272600,0.0,0.0
1990-01-24 00:00:00-05:00,2.8993867834888327,2.9392866030066216,2.7663875880371798,2.912686824798584,1248000,0.0,0.0
1990-01-25 00:00:00-05:00,2.8860859870910645,2.9126857555341674,2.8594859142366085,2.8860859870910645,1087800,0.0,0.0
1990-01-26 00:00:00-05:00,2.846186351444051,2.859486084250677,2.699886855280195,2.8195862770080566,4777800,0.0,0.0
1990-01-29 00:00:00-05:00,2.7929858884949614,2.806285922767753,2.726486325953611,2.7530860900878906,1417800,0.0,0.0
1990-01-30 00:00:00-05:00,2.686587333679199,2.7131871057949595,2.659987257152044,2.686587333679199,1292700,0.0,0.0
1990-01-31 00:00:00-05:00,2.686586150433136,2.7530857036400103,2.659986085621377,2.739785671234131,1134300,0.0,0.0
1990-02-01 00:00:00-05:00,2.739786672824221,2.792986517484866,2.739786672824221,2.7663867473602295,1519200,0.0,0.0
1990-02-02 00:00:00-05:00,2.753086208839461,2.819585774249202,2.739786173992986,2.7796859741210938,1077900,0.0,0.0
1990-02-05 00:00:00-05:00,2.7663867473602295,2.792986517484866,2.753086710092225,2.7663867473602295,604800,0.0,0.0
1990-02-06 00:00:00-05:00,2.766386124360682,2.77968585422217,2.726486325953611,2.7530860900878906,711600,0.0,0.0
1990-02-07 00:00:00-05:00,2.7264869399675886,2.792986517484866,2.7131869026995843,2.7663867473602295,694500,0.0,0.0
1990-02-08 00:00:00-05:00,2.792986517484866,2.8195862876095026,2.7663867473602295,2.7663867473602295,893400,0.0,0.0
1990-02-09 00:00:00-05:00,2.7929858884949614,2.7929858884949614,2.739786055815099,2.7530860900878906,830700,0.0,0.0
1990-02-12 00:00:00-05:00,2.7663867473602295,2.792986517484866,2.753086710092225,2.7663867473602295,1071300,0.0,0.0
1990-02-13 00:00:00-05:00,2.7663857360458897,2.779685464040508,2.739785671234131,2.739785671234131,687000,0.0,0.0
1990-02-14 00:00:00-05:00,2.7397862255016046,2.806286096572876,2.7131864597198896,2.806286096572876,1067400,0.0,0.0
1990-02-15 00:00:00-05:00,2.779685703770838,2.8993850925132847,2.7530859410762787,2.8727853298187256,2999400,0.0,0.0
1990-02-16 00:00:00-05:00,2.8860859870910645,2.9392855239772704,2.8461861822207335,2.8860859870910645,4536600,0.0,0.0
1990-02-20 00:00:00-05:00,2.819585827258072,2.832885862354591,2.792986061476357,2.806286096572876,2715000,0.0,0.0
1990-02-21 00:00:00-05:00,2.7397867845630963,2.7929866313934326,2.726487051164051,2.7929866313934326,4536900,0.0,0.0
1990-02-22 00:00:00-05:00,2.7929858884949614,2.806285922767753,2.726486325953611,2.7530860900878906,1777800,0.0,0.0
1990-02-23 00:00:00-05:00,2.7264872565245994,2.753087029737585,2.7131872177124023,2.7131872177124023,1215900,0.0,0.0
1990-02-26 00:00:00-05:00,2.7264869399675886,2.7796864802168617,2.7131869026995843,2.7663867473602295,985200,0.0,0.0
1990-02-27 00:00:00-05:00,2.766387068549782,2.766387068549782,2.6998871789002057,2.7131872177124023,1374900,0.0,0.0
1990-02-28 00:00:00-05:00,2.686586644331762,2.7663862446147713,2.6599865746298805,2.7264864444732666,1464300,0.0,0.0
1990-03-01 00:00:00-05:00,2.7264872565245994,2.753087029737585,2.7131872177124023,2.7131872177124023,1395300,0.0,0.0
1990-03-02 00:00:00-05:00,2.739786672824221,2.7663867473602295,2.7131869026995843,2.7663867473602295,910500,0.0,0.0
1990-03-05 00:00:00-05:00,2.7663862956946423,2.8594856281363055,2.7663862956946423,2.806286096572876,1162800,0.0,0.0
1990-03-06 00:00:00-05:00,2.819586419552854,2.8328864574432373,2.7929866481834735,2.8328864574432373,1168500,0.0,0.0
1990-03-07 00:00:00-05:00,2.8328873112353277,2.8594870906215046,2.8328873112353277,2.8461873531341553,2542800,0.0,0.0
1990-03-08 00:00:00-05:00,2.8727864396256035,2.9259862899780273,2.8727864396256035,2.9259862899780273,2952000,0.0,0.0
1990-03-09 00:00:00-05:00,2.9183496970694773,2.9456238882882255,2.850163750828298,2.8638010025024414,2984400,0.226667,0.0
1990-03-12 00:00:00-05:00,2.8638014035354047,2.9456243007792735,2.8501641499515658,2.9319870471954346,2977200,0.0,0.0
1990-03-13 00:00:00-05:00,2.9183501057411783,2.9456243007792735,2.9047128521573393,2.9319870471954346,2759700,0.0,0.0
1990-03-14 00:00:00-05:00,2.9183506483772312,2.9319875923671312,2.9047133922576904,2.9047133922576904,2339700,0.0,0.0
1990-03-15 00:00:00-05:00,2.904711176848021,2.904711176848021,2.8501625061035156,2.8501625061035156,3381300,0.0,0.0
1990-03-16 00:00:00-05:00,2.863800337673268,2.863800337673268,2.781977470882603,2.795614719390869,1104600,0.0,0.0
1990-03-19 00:00:00-05:00,2.768340404099945,2.8365263389878237,2.7410662174224854,2.8228890895843506,860700,0.0,0.0
1990-03-20 00:00:00-05:00,2.7956146597436544,2.809251595831497,2.70015454648146,2.7410659790039062,2268900,0.0,0.0
1990-03-21 00:00:00-05:00,2.6865179538726807,2.727429396379014,2.645606511366348,2.6865179538726807,2156400,0.0,0.0
1990-03-22 00:00:00-05:00,2.6456063906980587,2.659243641621342,2.6183322009810137,2.631969451904297,1935300,0.0,0.0
1990-03-23 00:00:00-05:00,2.6592431139590134,2.754703227221208,2.6456058657417114,2.7410659790039062,2757900,0.0,0.0
1990-03-26 00:00:00-05:00,2.7274304352102123,2.768341893299014,2.6456075190326094,2.6592447757720947,1483800,0.0,0.0
1990-03-27 00:00:00-05:00,2.645606756210327,2.6592440090177085,2.6183325627251284,2.645606756210327,1767900,0.0,0.0
1990-03-28 00:00:00-05:00,2.631969451904297,2.659243641621342,2.6183322009810137,2.631969451904297,1627200,0.0,0.0
1990-03-29 00:00:00-05:00,2.6046939959475446,2.618331241875448,2.5637825702932404,2.591057062149048,1602900,0.0,0.0
1990-03-30 00:00:00-05:00,2.5637832788914308,2.577420528588503,2.481960404967986,2.5501463413238525,2167500,0.0,0.0
1990-04-02 00:00:00-04:00,2.509235382080078,2.5774210192878964,2.4819608774933086,2.509235382080078,1743600,0.0,0.0
1990-04-03 00:00:00-04:00,2.5228711446389367,2.6046939959475446,2.50923421084044,2.591057062149048,1313400,0.0,0.0
1990-04-04 00:00:00-04:00,2.618331241875448,2.6456054216018483,2.53650839056684,2.591057062149048,1348500,0.0,0.0
1990-04-05 00:00:00-04:00,2.5774210192878964,2.5910582715812813,2.495598129786693,2.509235382080078,1519800,0.0,0.0
1990-04-06 00:00:00-04:00,2.5092350900617855,2.5910579700406533,2.4819605886491516,2.4955978393554688,2200500,0.0,0.0
1990-04-09 00:00:00-04:00,2.5092355579052077,2.5501470055225233,2.4955983046562444,2.5365097522735596,2100300,0.0,0.0
1990-04-10 00:00:00-04:00,2.563783946641912,2.563783946641912,2.5365097522735596,2.5365097522735596,1065300,0.0,0.0
