category,folds,pr_auc_lift_mean,pr_auc_lift_min,pr_auc_lift_max,roc_auc_mean,roc_auc_sd,folds_roc_below_half
credit_conditions,5,6.022939034830767,2.572729772422368,12.340907560592624,0.8306942646977035,0.07304688531259218,0
energy_commodity,5,1.9288266800970906,1.0196365811495263,3.051329945149348,0.6679178305782514,0.0841297290030689,0
growth_tech,5,3.4967052051617116,1.6653481260508725,5.798667225220296,0.7931098726120831,0.07295178553993642,0
inflation_safe_haven,5,2.400006176017321,1.196671095236132,3.2729011109664823,0.7450584842219048,0.11414410800149143,0
international_emerging,5,1.8411347509295564,0.9285766546101604,3.0077418797936186,0.6197698969555404,0.17343393649409028,2
market_beta,5,2.1725000049770995,0.9140965913444914,2.9974779866310306,0.7042235051332482,0.15621657961193253,1
rates_recession,5,5.529121293491344,1.5210647432176871,10.460348089631175,0.8431859349753725,0.08737767640255838,0
small_cap,5,2.4853685550424713,1.5367353290411347,4.712767800534401,0.7500386882552073,0.07722234218162306,0
