category,leak_per_symbol_split,leak_calendar_split
credit_conditions,0.2349411493191784,0.0
energy_commodity,0.1706278245602627,0.0
growth_tech,0.4968380446468096,0.0
inflation_safe_haven,0.42942276232764665,0.0
international_emerging,0.24747736609101423,0.0
market_beta,0.5230348502910034,0.0
rates_recession,0.04514126374493608,0.0
small_cap,0.2503250975292588,0.0
